,id,pais,estado,cidade,genero,data,salario
73,74,*,*,*,Female,**/**/20,$7653.00
74,75,Canada,*,*,Female,**/**/**,$4627.92
75,76,United States,*,*,Female,**/**/20,$7983.68
76,77,*,*,*,Male,**/01/19,$1586.61
77,78,*,*,*,Female,**/07/20,$6964.99
78,79,*,*,*,Male,**/06/19,$4094.94
79,80,Canada,*,*,Female,**/**/**,$983.67
80,81,*,*,*,Female,**/**/20,$2858.06
81,82,*,*,*,Male,**/03/19,$4504.29
82,83,*,*,*,Male,**/**/19,$5383.93
83,84,Canada,*,*,Female,**/**/19,$4100.69
84,85,Portugal,*,*,Male,**/**/19,$6999.54
85,86,France,*,*,Male,**/**/20,$4254.84
86,87,*,*,*,Female,**/**/19,$6144.12
87,88,*,*,*,Male,**/05/19,$1247.98
88,89,Canada,*,*,Female,**/**/**,$7209.03
89,90,*,*,*,Female,**/10/19,$2076.62
90,91,France,*,*,Female,**/**/19,$4160.18
91,92,France,*,*,Male,**/**/20,$5054.87
92,93,*,*,*,Female,**/**/20,$1676.91
93,94,Portugal,*,*,Female,**/**/19,$7622.47
94,95,Sweden,*,*,Male,**/**/**,$2260.68
95,96,*,*,*,Male,**/03/19,$4862.69
96,97,France,*,*,Female,**/**/20,$7595.55
97,98,*,*,*,Male,**/**/19,$4389.71
98,99,*,*,*,Female,**/**/20,$2293.48
99,100,*,*,*,*,**/**/**,$3573.26
100,101,*,*,*,Female,**/**/19,$6974.65
101,102,*,*,*,Female,**/**/20,$5609.60
102,103,*,*,*,Male,**/**/20,$6963.88
103,104,*,*,*,Male,**/06/19,$2161.64
104,105,Canada,*,*,Female,**/**/**,$7913.17
105,106,*,*,*,Male,**/**/19,$6686.36
106,107,*,*,*,Male,**/01/19,$6691.57
107,108,Portugal,*,*,Male,**/**/**,$7386.55
108,109,Canada,*,*,Female,**/**/19,$7292.50
109,110,*,*,*,Female,**/07/20,$3615.07
110,111,Portugal,*,*,Female,**/**/**,$1488.42
111,112,France,*,*,Female,**/**/19,$2236.23
112,113,*,*,*,Female,**/06/20,$2184.75
113,114,*,*,*,Male,**/**/19,$6642.44
114,115,*,*,*,Male,**/**/19,$4077.84
115,116,*,*,*,Male,**/**/**,$7376.21
116,117,Sweden,*,*,Male,**/**/**,$7922.29
117,118,*,*,*,Female,**/**/19,$6340.24
118,119,Portugal,*,*,Female,**/**/20,$2137.01
119,120,*,*,*,Male,**/04/19,$1558.87
120,121,*,*,*,Female,**/01/20,$1973.45
121,122,*,*,*,Male,**/**/20,$5214.50
122,123,*,*,*,Female,**/06/19,$5788.73
123,124,Portugal,*,*,Male,**/**/**,$6314.95
124,125,United States,*,*,Female,**/**/**,$3562.87
125,126,*,*,*,Male,**/01/19,$7973.93
126,127,United States,*,*,Male,**/**/**,$6553.93
127,128,*,*,*,Male,**/**/**,$1129.83
128,129,*,*,*,Male,**/07/19,$5485.14
129,130,*,*,*,Male,**/**/20,$4578.33
130,131,*,*,*,Female,**/01/20,$5737.46
131,132,France,*,*,Male,**/**/19,$4879.99
132,133,Sweden,*,*,Female,**/**/19,$4966.48
133,134,*,*,*,Female,**/03/19,$5240.94
134,135,*,*,*,Female,**/01/20,$4109.65
135,136,*,*,*,Male,**/06/19,$6492.17
136,137,France,*,*,Female,**/**/20,$6889.74
137,138,*,*,*,Female,**/12/19,$1916.17
138,139,Portugal,*,*,Male,**/**/19,$6026.38
139,140,Sweden,*,*,Female,**/**/**,$7268.00
140,141,*,*,*,Female,**/**/19,$1238.66
141,142,Mexico,*,*,Male,**/**/**,$3076.92
142,143,*,*,*,Male,**/**/20,$5745.78
143,144,Canada,*,*,Female,**/**/19,$4240.55
144,145,*,*,*,Female,**/**/20,$1665.32
145,146,*,*,*,Male,**/**/19,$1574.30
146,147,*,*,*,Male,**/**/19,$3526.69
147,148,*,*,*,Female,**/08/19,$5751.78
148,149,*,*,*,Male,**/11/19,$7345.49
149,150,France,*,*,Female,**/**/19,$4480.55
150,151,*,*,*,Male,**/**/20,$4907.54
151,152,Canada,*,*,Female,**/**/**,$5727.15
152,153,*,*,*,Female,**/06/19,$1144.42
153,154,*,*,*,Male,**/03/19,$4430.56
154,155,Sweden,*,*,Male,**/**/**,$3003.76
155,156,Portugal,*,*,Male,**/**/19,$1245.80
156,157,Mexico,*,*,Female,**/**/**,$7018.06
157,158,*,*,*,Male,**/**/20,$3602.31
158,159,France,*,*,Male,**/**/20,$7665.32
159,160,*,*,*,Female,**/07/19,$5677.54
160,161,*,*,*,Female,**/03/19,$4407.88
161,162,*,*,*,Male,**/**/20,$2729.76
162,163,Sweden,*,*,Female,**/**/19,$2809.72
163,164,*,*,*,Male,**/**/**,$6383.39
164,165,Portugal,*,*,Female,**/**/**,$7327.12
165,166,*,*,*,Female,**/01/19,$3878.76
166,167,Portugal,*,*,Male,**/**/19,$6680.18
167,168,Sweden,*,*,Female,**/**/**,$7582.88
168,169,*,*,*,Male,**/**/20,$4663.81
169,170,*,*,*,Male,**/**/**,$3389.21
170,171,Portugal,*,*,Male,**/**/19,$6584.92
171,172,Portugal,*,*,Male,**/**/19,$5932.94
172,173,*,*,*,Male,**/**/19,$1841.41
173,174,United States,*,*,Female,**/**/20,$943.67
174,175,*,*,*,Male,**/**/20,$7540.04
175,176,Sweden,*,*,Female,**/**/19,$2350.70
176,177,Portugal,*,*,Male,**/**/**,$7917.34
177,178,*,*,*,Male,**/**/20,$1319.03
178,179,France,*,*,Male,**/**/20,$1492.88
179,180,*,*,*,Female,**/01/20,$7718.13
180,181,*,*,*,Female,**/05/19,$3296.00
181,182,United States,*,*,Male,**/**/**,$5946.05
182,183,*,*,*,Male,**/05/19,$7175.98
183,184,*,*,*,Female,**/**/19,$7046.63
184,185,*,*,*,Male,**/**/20,$3542.00
185,186,*,*,*,Male,**/**/20,$2411.09
186,187,*,*,*,Male,**/**/19,$5825.49
187,188,*,*,*,Female,**/**/20,$4332.69
188,189,*,*,*,Female,**/08/19,$2495.07
189,190,United States,*,*,Female,**/**/20,$5152.79
190,191,France,*,*,Female,**/**/20,$3525.88
191,192,Canada,*,*,Female,**/**/**,$7096.91
192,193,*,*,*,Female,**/03/19,$4302.66
193,194,*,*,*,Female,**/03/19,$7760.46
194,195,*,*,*,Male,**/05/19,$3911.50
195,196,*,*,*,Female,**/**/19,$5974.55
196,197,*,*,*,Male,**/07/19,$4682.04
197,198,*,*,*,Male,**/**/20,$5236.49
198,199,*,*,*,Male,**/**/19,$3408.00
199,200,*,*,*,Male,**/03/19,$6874.81
200,201,France,*,*,Female,**/**/19,$1353.19
201,202,*,*,*,Male,**/**/20,$3316.55
202,203,*,*,*,Female,**/03/19,$7586.61
203,204,Sweden,*,*,Female,**/**/19,$6062.26
204,205,Canada,*,*,Female,**/**/19,$3027.02
205,206,France,*,*,Female,**/**/19,$2422.65
206,207,Portugal,*,*,Male,**/**/**,$2866.63
207,208,*,*,*,Female,**/07/19,$1484.69
208,209,*,*,*,Female,**/06/20,$6325.50
209,210,*,*,*,Male,**/**/20,$6712.81
210,211,Canada,*,*,Female,**/**/**,$1786.57
211,212,*,*,*,Female,**/**/19,$2654.98
212,213,*,*,*,Female,**/07/19,$7319.09
213,214,France,*,*,Male,**/**/19,$7733.10
214,215,United States,*,*,Female,**/**/**,$7157.05
215,216,*,*,*,Male,**/**/19,$4000.92
216,217,*,*,*,Female,**/10/19,$2071.57
217,218,*,*,*,Male,**/**/20,$3717.17
218,219,*,*,*,Male,**/10/19,$4511.71
219,220,*,*,*,Female,**/03/19,$1329.70
220,221,France,*,*,Female,**/**/19,$5475.66
221,222,*,*,*,Female,**/**/19,$6059.58
222,223,*,*,*,Female,**/07/19,$4241.71
223,224,*,*,*,Male,**/**/19,$6417.75
224,225,*,*,*,Female,**/05/19,$979.70
225,226,*,*,*,Male,**/06/19,$3466.43
226,227,*,*,*,Male,**/05/19,$4964.31
227,228,France,*,*,Male,**/**/19,$4959.20
228,229,*,*,*,Male,**/**/20,$7665.45
229,230,*,*,*,Female,**/**/19,$1280.62
230,231,*,*,*,Female,**/06/19,$5469.92
231,232,*,*,*,Female,**/**/19,$3435.34
232,233,*,*,*,Female,**/12/19,$7753.83
233,234,*,*,*,Male,**/**/**,$4501.34
234,235,Portugal,*,*,Female,**/**/20,$4728.31
235,236,France,*,*,Male,**/**/19,$2627.52
236,237,*,*,*,Female,**/**/**,$7166.43
237,238,France,*,*,Male,**/**/20,$4105.04
238,239,Portugal,*,*,Male,**/**/19,$3863.39
239,240,*,*,*,Male,**/**/20,$2969.04
240,241,*,*,*,Male,**/**/**,$4910.20
241,242,*,*,*,Male,**/01/19,$1583.21
242,243,*,*,*,Female,**/**/20,$4382.96
243,244,Portugal,*,*,Female,**/**/20,$5283.42
244,245,*,*,*,Female,**/11/20,$3112.29
245,246,*,*,*,Male,**/11/19,$3989.06
246,247,*,*,*,Female,**/**/20,$3800.57
247,248,*,*,*,Male,**/**/20,$2096.28
248,249,*,*,*,Male,**/**/20,$2454.18
249,250,Portugal,*,*,Female,**/**/20,$6289.95
250,251,Portugal,*,*,Male,**/**/19,$2867.51
251,252,*,*,*,Female,**/05/19,$1899.31
252,253,United States,*,*,Male,**/**/19,$6235.09
253,254,*,*,*,Female,**/**/20,$5892.17
254,255,*,*,*,Female,**/**/19,$2007.00
255,256,United States,*,*,Male,**/**/19,$7827.47
256,257,*,*,*,Male,**/04/19,$4542.92
257,258,*,*,*,Male,**/10/19,$5038.59
258,259,Portugal,*,*,Male,**/**/**,$5530.59
259,260,*,*,*,Female,**/07/19,$7279.48
260,261,*,*,*,Female,**/05/19,$6950.84
261,262,France,*,*,Male,**/**/20,$2329.05
262,263,*,*,*,Female,**/06/19,$7760.58
263,264,*,*,*,Female,**/11/19,$4664.24
264,265,United States,*,*,Male,**/**/**,$4300.13
265,266,France,*,*,Male,**/**/20,$7825.33
266,267,Portugal,*,*,Male,**/**/19,$1305.29
267,268,*,*,*,Female,**/**/20,$2060.75
268,269,*,*,*,*,**/**/20,$3613.73
269,270,Portugal,*,*,Male,**/**/19,$4919.65
270,271,Sweden,*,*,Female,**/**/19,$7035.04
271,272,*,*,*,Female,**/01/19,$5919.34
272,273,*,*,*,Female,**/01/20,$2367.97
273,274,*,*,*,Male,**/**/**,$6593.84
274,275,Portugal,*,*,Female,**/**/19,$2854.38
275,276,*,*,*,Female,**/08/19,$2775.31
276,277,United States,*,*,Female,**/**/**,$1165.10
277,278,*,*,*,Female,**/**/19,$7511.52
278,279,*,*,*,Male,**/**/20,$4531.43
279,280,*,*,*,Male,**/**/20,$6630.49
280,281,Portugal,*,*,Female,**/**/19,$5268.85
281,282,United States,*,*,Male,**/**/19,$1575.72
282,283,Portugal,*,*,Male,**/**/**,$4663.87
283,284,United States,*,*,Female,**/**/**,$5953.02
284,285,*,*,*,*,**/**/19,$5399.22
285,286,*,*,*,Male,**/**/19,$1452.90
286,287,*,*,*,Male,**/**/**,$3401.73
287,288,*,*,*,Male,**/**/19,$1657.74
288,289,*,*,*,Male,**/**/20,$3520.57
289,290,*,*,*,Female,**/06/19,$5750.62
290,291,France,*,*,Male,**/**/19,$4263.66
291,292,*,*,*,Female,**/07/19,$6639.31
292,293,Portugal,*,*,Male,**/**/19,$6549.93
293,294,*,*,*,Male,**/**/**,$7082.80
294,295,*,*,*,Female,**/**/19,$1934.60
295,296,*,*,*,Male,**/**/20,$3875.41
296,297,*,*,*,Male,**/**/19,$6095.84
297,298,Canada,*,*,Female,**/**/**,$2465.50
298,299,*,*,*,Female,**/11/19,$4776.95
299,300,*,*,*,Female,**/07/19,$7467.66
300,301,*,*,*,Female,**/06/19,$1693.13
301,302,France,*,*,Male,**/**/19,$7063.28
302,303,*,*,*,Female,**/06/20,$6827.27
303,304,*,*,*,*,**/**/**,$1342.37
304,305,Sweden,*,*,Male,**/**/**,$962.08
305,306,*,*,*,Female,**/**/**,$3201.59
306,307,*,*,*,Male,**/**/19,$5116.30
307,308,*,*,*,*,**/**/19,$7145.67
308,309,*,*,*,Male,**/**/20,$7816.91
309,310,United States,*,*,Male,**/**/19,$6068.22
310,311,United States,*,*,Male,**/**/19,$2843.99
311,312,Portugal,*,*,Female,**/**/20,$3375.21
312,313,*,*,*,Female,**/**/**,$5080.95
313,314,*,*,*,Male,**/06/19,$5453.13
314,315,*,*,*,Male,**/04/19,$3191.09
315,316,*,*,*,Female,**/08/19,$4924.11
316,317,Canada,*,*,Female,**/**/**,$1611.63
317,318,France,*,*,Female,**/**/19,$1350.28
318,319,*,*,*,Female,**/05/19,$6285.72
319,320,*,*,*,Female,**/07/19,$6594.48
320,321,Sweden,*,*,Female,**/**/19,$7278.18
321,322,Portugal,*,*,Female,**/**/20,$5730.25
322,323,*,*,*,Female,**/10/19,$5763.40
323,324,*,*,*,Male,**/**/20,$7199.46
324,325,*,*,*,Male,**/**/19,$1611.42
325,326,*,*,*,Male,**/**/20,$4631.52
326,327,*,*,*,Male,**/**/20,$6841.99
327,328,France,*,*,Male,**/**/20,$5216.68
328,329,*,*,*,Male,**/04/19,$4912.45
329,330,Portugal,*,*,Male,**/**/19,$3783.40
330,331,*,*,*,Male,**/06/19,$5790.08
331,332,*,*,*,Female,**/**/20,$2622.47
332,333,*,*,*,Male,**/**/20,$4095.50
333,334,Portugal,*,*,Female,**/**/20,$7795.42
334,335,Sweden,*,*,Male,**/**/**,$2321.79
335,336,*,*,*,Female,**/06/19,$5532.48
336,337,Portugal,*,*,Male,**/**/19,$7857.47
337,338,*,*,*,Male,**/**/19,$1534.82
338,339,United States,*,*,Female,**/**/**,$5428.38
339,340,*,*,*,Female,**/**/20,$2902.49
340,341,*,*,*,Female,**/05/19,$5563.62
341,342,*,*,*,Female,**/05/19,$7049.85
342,343,France,*,*,Male,**/**/19,$1020.66
343,344,*,*,*,Female,**/**/19,$4450.49
344,345,France,*,*,Male,**/**/20,$2851.56
345,346,Mexico,*,*,Female,**/**/**,$3769.13
346,347,*,*,*,Female,**/11/20,$5410.56
347,348,Sweden,*,*,Female,**/**/**,$4161.69
348,349,*,*,*,Female,**/01/20,$7274.50
349,350,*,*,*,*,**/**/**,$3435.26
350,351,*,*,*,Male,**/05/19,$5366.98
351,352,*,*,*,Female,**/08/19,$3006.83
352,353,*,*,*,Male,**/01/19,$3362.11
353,354,*,*,*,Male,**/04/19,$3349.35
354,355,Sweden,*,*,Female,**/**/19,$1322.83
355,356,*,*,*,Male,**/06/19,$6881.36
356,357,United States,*,*,Female,**/**/**,$5249.08
357,358,*,*,*,Female,**/11/19,$3041.78
358,359,*,*,*,Male,**/07/19,$3109.94
359,360,*,*,*,Male,**/**/19,$4354.51
360,361,*,*,*,Female,**/12/19,$2849.06
361,362,*,*,*,Male,**/**/19,$2661.36
362,363,*,*,*,*,**/**/**,$1145.67
363,364,*,*,*,Male,**/**/20,$3407.45
364,365,France,*,*,Female,**/**/19,$6940.06
365,366,Portugal,*,*,Female,**/**/19,$7588.24
366,367,*,*,*,Male,**/**/20,$6118.17
367,368,Portugal,*,*,Male,**/**/19,$1858.90
368,369,*,*,*,Female,**/01/19,$3480.31
369,370,Portugal,*,*,Male,**/**/**,$2106.68
370,371,Portugal,*,*,Female,**/**/20,$5964.41
371,372,France,*,*,Female,**/**/20,$3747.55
372,373,Portugal,*,*,Male,**/**/19,$6067.37
373,374,Portugal,*,*,Male,**/**/19,$2582.92
374,375,*,*,*,Male,**/03/19,$2746.65
375,376,Canada,*,*,Female,**/**/**,$4938.67
376,377,Sweden,*,*,Female,**/**/19,$2943.14
377,378,*,*,*,Male,**/**/20,$2946.37
378,379,*,*,*,Female,**/**/**,$4400.91
379,380,Portugal,*,*,Male,**/**/19,$6267.86
380,381,*,*,*,Female,**/**/20,$3639.38
381,382,Sweden,*,*,Female,**/**/19,$3014.90
382,383,*,*,*,Female,**/07/19,$4468.31
383,384,*,*,*,Male,**/**/19,$1191.22
384,385,*,*,*,Female,**/**/19,$6563.49
385,386,Sweden,*,*,Female,**/**/**,$6869.03
386,387,Mexico,*,*,Female,**/**/**,$3667.75
387,388,*,*,*,Male,**/**/19,$1455.74
388,389,*,*,*,Male,**/**/19,$4461.88
389,390,France,*,*,Male,**/**/19,$7503.54
390,391,*,*,*,Male,**/05/19,$4675.13
391,392,France,*,*,Male,**/**/19,$6769.72
392,393,*,*,*,Female,**/**/20,$6191.96
393,394,*,*,*,Female,**/01/19,$7700.50
394,395,France,*,*,Male,**/**/19,$3988.74
395,396,*,*,*,Male,**/10/19,$6293.42
396,397,*,*,*,Female,**/**/19,$3358.51
397,398,*,*,*,Female,**/06/19,$5116.24
398,399,*,*,*,Female,**/11/20,$1242.05
399,400,Mexico,*,*,Female,**/**/**,$3556.11
400,401,France,*,*,Female,**/**/19,$2772.86
401,402,*,*,*,Male,**/**/19,$6436.46
402,403,France,*,*,Female,**/**/19,$976.45
403,404,Mexico,*,*,Female,**/**/**,$7184.92
404,405,*,*,*,Female,**/10/19,$4576.59
405,406,Mexico,*,*,Male,**/**/**,$7303.77
406,407,*,*,*,Female,**/03/19,$5891.65
407,408,Mexico,*,*,Female,**/**/**,$1126.55
408,409,*,*,*,Female,**/10/19,$3993.28
409,410,Portugal,*,*,Female,**/**/19,$1610.27
410,411,*,*,*,Female,**/**/20,$1095.44
411,412,United States,*,*,Female,**/**/20,$1320.94
412,413,*,*,*,Female,**/**/20,$6183.10
413,414,France,*,*,Female,**/**/19,$2565.78
414,415,*,*,*,Male,**/**/19,$6856.56
415,416,France,*,*,Male,**/**/20,$1174.30
416,417,*,*,*,Female,**/06/19,$3201.71
417,418,Mexico,*,*,Male,**/**/**,$2344.10
418,419,*,*,*,Female,**/06/20,$7478.53
419,420,*,*,*,Female,**/07/19,$7060.60
420,421,*,*,*,Female,**/05/19,$948.41
421,422,*,*,*,Male,**/**/19,$4491.03
422,423,*,*,*,Male,**/10/19,$5108.35
423,424,France,*,*,Female,**/**/19,$6674.63
424,425,*,*,*,Male,**/03/19,$1697.67
425,426,*,*,*,Female,**/**/19,$6742.63
426,427,United States,*,*,Male,**/**/19,$2795.69
427,428,France,*,*,Male,**/**/19,$2458.05
428,429,*,*,*,Female,**/01/20,$7649.68
429,430,Portugal,*,*,Male,**/**/**,$7296.43
430,431,*,*,*,Male,**/**/20,$2142.15
431,432,Canada,*,*,Female,**/**/19,$4234.16
432,433,Portugal,*,*,Female,**/**/20,$7233.37
433,434,*,*,*,Female,**/03/19,$1684.26
434,435,*,*,*,*,**/**/19,$1426.01
435,436,United States,*,*,Male,**/**/19,$1059.41
436,437,France,*,*,Male,**/**/20,$7519.69
437,438,United States,*,*,Male,**/**/19,$5721.70
438,439,France,*,*,Female,**/**/19,$6410.80
439,440,France,*,*,Female,**/**/19,$5823.97
440,441,*,*,*,Male,**/10/19,$2881.34
441,442,*,*,*,Female,**/12/19,$2918.64
442,443,France,*,*,Male,**/**/19,$2208.72
443,444,*,*,*,Female,**/11/19,$5057.22
444,445,*,*,*,Female,**/**/19,$2309.35
445,446,*,*,*,Female,**/11/20,$6172.13
446,447,*,*,*,Female,**/10/19,$5796.92
447,448,*,*,*,Male,**/**/19,$1399.34
448,449,Portugal,*,*,Female,**/**/**,$2981.49
449,450,*,*,*,Male,**/**/20,$5937.25
450,451,Portugal,*,*,Male,**/**/**,$4370.17
451,452,*,*,*,Female,**/11/20,$7942.98
452,453,*,*,*,Male,**/**/19,$7924.89
453,454,*,*,*,Male,**/**/20,$6578.25
454,455,*,*,*,*,**/**/20,$4518.41
455,456,*,*,*,*,**/**/19,$7689.46
456,457,Portugal,*,*,Male,**/**/19,$4590.54
457,458,*,*,*,Female,**/08/19,$7741.81
458,459,*,*,*,Female,**/05/19,$4126.56
459,460,*,*,*,Male,**/**/19,$2932.96
460,461,*,*,*,Male,**/**/20,$7814.46
461,462,Canada,*,*,Female,**/**/19,$3688.22
462,463,*,*,*,Male,**/**/19,$959.80
463,464,*,*,*,Male,**/**/20,$7600.54
464,465,*,*,*,Female,**/01/19,$2909.91
465,466,United States,*,*,Female,**/**/20,$1041.43
466,467,*,*,*,Female,**/**/20,$4930.40
467,468,*,*,*,Female,**/06/19,$4324.50
468,469,France,*,*,Male,**/**/19,$6223.79
469,470,Portugal,*,*,Male,**/**/19,$1809.17
470,471,Portugal,*,*,Female,**/**/19,$3090.80
471,472,*,*,*,Female,**/**/20,$5447.94
472,473,Sweden,*,*,Female,**/**/**,$5477.25
473,474,*,*,*,Male,**/**/19,$2946.19
474,475,*,*,*,Male,**/**/19,$7454.96
475,476,*,*,*,Female,**/07/20,$7801.31
476,477,Portugal,*,*,Female,**/**/19,$4764.60
477,478,*,*,*,Female,**/12/19,$5373.09
478,479,United States,*,*,Female,**/**/**,$1288.62
479,480,Mexico,*,*,Female,**/**/**,$6825.59
480,481,Portugal,*,*,Female,**/**/**,$7130.79
481,482,*,*,*,Male,**/04/19,$1653.38
482,483,Mexico,*,*,Female,**/**/**,$7525.73
483,484,*,*,*,Male,**/04/19,$5002.09
484,485,*,*,*,*,**/**/**,$886.98
485,486,*,*,*,Male,**/05/19,$2437.75
486,487,Portugal,*,*,Male,**/**/19,$3392.24
487,488,United States,*,*,Male,**/**/19,$5910.48
488,489,*,*,*,Female,**/06/19,$4783.94
489,490,*,*,*,Female,**/07/19,$4199.58
490,491,*,*,*,Female,**/05/19,$5268.12
491,492,Sweden,*,*,Male,**/**/**,$4632.50
492,493,*,*,*,Female,**/06/19,$6657.46
493,494,*,*,*,Female,**/06/19,$5427.64
494,495,*,*,*,Male,**/**/20,$3511.27
495,496,*,*,*,Female,**/06/20,$7048.06
496,497,Portugal,*,*,Male,**/**/19,$1374.14
497,498,*,*,*,Female,**/**/20,$5999.29
498,499,United States,*,*,Female,**/**/**,$2781.81
499,500,Portugal,*,*,Female,**/**/**,$5823.77
500,501,France,*,*,Female,**/**/19,$1622.32
501,502,Sweden,*,*,Female,**/**/19,$6651.08
502,503,*,*,*,Male,**/11/19,$3502.45
503,504,*,*,*,Female,**/07/19,$7410.13
504,505,*,*,*,Male,**/03/19,$3218.09
505,506,Sweden,*,*,Female,**/**/**,$7134.93
506,507,*,*,*,Male,**/05/19,$7783.26
507,508,*,*,*,Male,**/**/20,$3918.00
508,509,*,*,*,Male,**/06/19,$6363.88
509,510,*,*,*,Female,**/05/19,$7453.73
510,511,Sweden,*,*,Female,**/**/19,$1900.48
511,512,*,*,*,Female,**/07/20,$5866.61
512,513,Portugal,*,*,Male,**/**/19,$6954.30
513,514,*,*,*,*,**/**/**,$6760.76
514,515,Canada,*,*,Female,**/**/**,$3909.93
515,516,France,*,*,Male,**/**/20,$3533.25
516,517,Sweden,*,*,Female,**/**/19,$1370.53
517,518,*,*,*,Female,**/11/19,$1715.64
518,519,*,*,*,Male,**/**/20,$3645.69
519,520,*,*,*,Female,**/**/**,$6872.51
520,521,*,*,*,Female,**/**/19,$1355.25
521,522,*,*,*,Female,**/11/19,$6428.54
522,523,*,*,*,*,**/**/20,$5368.06
523,524,Canada,*,*,Female,**/**/19,$3976.35
524,525,Canada,*,*,Female,**/**/**,$1403.76
525,526,Sweden,*,*,Female,**/**/19,$6416.83
526,527,Portugal,*,*,Female,**/**/20,$4713.83
527,528,*,*,*,Male,**/01/19,$6983.95
528,529,*,*,*,Male,**/**/20,$2435.84
529,530,*,*,*,Male,**/**/19,$3609.17
530,531,*,*,*,Female,**/**/**,$6860.11
531,532,Sweden,*,*,Female,**/**/**,$6509.58
532,533,*,*,*,Male,**/04/19,$6749.17
533,534,*,*,*,Female,**/07/19,$1367.51
534,535,Portugal,*,*,Female,**/**/19,$1653.56
535,536,*,*,*,Female,**/**/20,$3625.99
536,537,France,*,*,Male,**/**/20,$1466.87
537,538,Portugal,*,*,Male,**/**/19,$2666.96
538,539,*,*,*,Male,**/**/19,$5747.87
539,540,Portugal,*,*,Female,**/**/19,$5189.45
540,541,United States,*,*,Female,**/**/**,$7694.59
541,542,*,*,*,Male,**/**/20,$4477.79
542,543,*,*,*,Female,**/08/19,$4052.82
